Job Title;Company Name;Location;Posted Date;Job Type;Job Skills;Link;Salary;Responsibilities
Maintenance Engineer (Heliopolis);Al Amin Technological Systems ;Heliopolis, Cairo, Egypt ;13 days ago;Full Time;Full TimeEntry Level  0 - 3 Yrs of Exp  Installation/Maintenance/Repair  Engineering - Mechanical/Electrical  Communication Skills  Engineering  Information Technology (IT)  Electronics Engineering  Electronics  Maintenance  Mechatronics  Mechatronics Engineering;https://wuzzuf.net/jobs/p/kQ2CiDYuljkr-Maintenance-Engineer-Heliopolis-Al-Amin-Technological-Systems-Cairo-Egypt?o=1527&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Java Developer;CrossWorkers ;New Cairo, Cairo, Egypt ;30 days ago;Full Time;Full TimeExperienced  6 - 10 Yrs of Exp  IT/Software Development  Information Technology (IT)  Java  Microservices  Kubernetes;https://wuzzuf.net/jobs/p/h3WCpOEEacGI-Senior-Java-Developer-CrossWorkers-Cairo-Egypt?o=1528&l=sp&t=sj&a=data|search-v3|navbl;;
CEO Personal Assistant;FinBi Finance & Banking Consultants International ;Dokki, Giza, Egypt ;13 days ago;Full Time;Full TimeExperienced  8+ Yrs of Exp  females_preferred  Administration  Customer Service/Support  Operations/Management  Admin  Assistant  Office management  Administration  office  Secretary;https://wuzzuf.net/jobs/p/uqAGRT4GlEjX-CEO-Personal-Assistant-FinBi-Finance-Banking-Consultants-International-Giza-Egypt?o=1529&l=sp&t=sj&a=data|search-v3|navbl;;
Quality Monitoring Analyst (Call Center);Xceed Contact Center ;6th of October, Giza, Egypt ;13 days ago;Full Time;Full TimeEntry Level  0 - 1 Yrs of Exp  Quality  Quality Management System  Quality Control  Quality Auditing  Quality Management  Customer Service  Customer Support  Customer Service Management  Customer Satisfaction  Customer Operations Performance Centre;https://wuzzuf.net/jobs/p/Ja6Q6TT5WLzT-Quality-Monitoring-Analyst-Call-Center-Xceed-Contact-Center-Giza-Egypt?o=1530&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Treasury Accountant;Confidential ;New Cairo, Cairo, Egypt ;13 days ago;Full Time;Full TimeExperienced  7 - 10 Yrs of Exp  Accounting/Finance  Administration  Banking  Accounting  Finance  Financial Analysis  Financial Management  Treasury;https://wuzzuf.net/jobs/p/a5JkTGsDW9Jj-Senior-Treasury-Accountant-Cairo-Egypt?o=1531&l=sp&t=sj&a=data|search-v3|navbl;;
General Ledger Accountant;Confidential ;Mohandessin, Giza, Egypt ;30 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  Accounting/Finance  Accounting Standards  Financial  Financial Management;https://wuzzuf.net/jobs/p/42nzRRMhxrBL-General-Ledger-Accountant-Giza-Egypt?o=1532&l=sp&t=sj&a=data|search-v3|navbl;;
IT Infrastructure & Operation Manager;Union Group ;Obour City, Cairo, Egypt ;13 days ago;Full Time;Full TimeManager  12 - 15 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Azure  CCNA  PMP  ITIL  Information Technology (IT)  Computer Science;https://wuzzuf.net/jobs/p/CcmckCr7Fyll-IT-Infrastructure-Operation-Manager-Union-Group-Cairo-Egypt?o=1533&l=sp&t=sj&a=data|search-v3|navbl;;
Export Coordinator;EGYTRAFO ;Badr City, Cairo, Egypt ;13 days ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  Sales/Retail  Computer Skills  Customer Service  Export  Sales  Coordinator  Communication;https://wuzzuf.net/jobs/p/EL4FDEZCTBta-Export-Coordinator-EGYTRAFO-Cairo-Egypt?o=1534&l=sp&t=sj&a=data|search-v3|navbl;;
Administrative Assistant;Psychology Center ;Zamalek, Cairo, Egypt ;21 days ago;Full Time;Full TimeExperienced  3+ Yrs of Exp  Administration  Business Administration  Administration  Customer Service  Office management  English  Microsoft Office  Communication;https://wuzzuf.net/jobs/p/hOqj46Ci4q0Y-Administrative-Assistant-Psychology-Center-Cairo-Egypt?o=1535&l=sp&t=sj&a=data|search-v3|navbl;;
Category Manager;Zumra Food ;Nasr City, Cairo, Egypt ;13 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  Purchasing/Procurement  Category Management  Sales  Purchasing;https://wuzzuf.net/jobs/p/EbpVWnM8oUBY-Category-Manager-Zumra-Food-Cairo-Egypt?o=1536&l=sp&t=sj&a=data|search-v3|navbl;;
Accounting Supervisor;Cairo Transport & Touring  ;Downtown, Cairo, Egypt ;13 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  males_preferred  Accounting/Finance  Tourism/Travel  Accounting  Finance  Auditing  Computer Skills  excel  Financial Analysis  Accounting Software  Cost;https://wuzzuf.net/jobs/p/d8vD0xdklIvW-Accounting-Supervisor-Cairo-Transport-Touring-Cairo-Egypt?o=1537&l=sp&t=sj&a=data|search-v3|navbl;;
Treasury Accountant;Cairo Transport & Touring  ;Downtown, Cairo, Egypt ;13 days ago;Full Time;Full TimeExperienced  1 - 2 Yrs of Exp  males_preferred  Accounting/Finance  Analyst/Research  Tourism/Travel  Accounting  Finance  Auditing  Computer Skills  excel  Financial Analysis  Accounting Software;https://wuzzuf.net/jobs/p/hqzizSaK3uTq-Treasury-Accountant-Cairo-Transport-Touring-Cairo-Egypt?o=1538&l=sp&t=sj&a=data|search-v3|navbl;;
Travel Advisor Agent;Centro ;Maadi, Cairo, Egypt ;13 days ago;Full Time;Full TimeEntry Level  1+ Yrs of Exp  Customer Service/Support  Medical/Healthcare  Sales/Retail  Customer Service  English  gds  Hospitality  Sales  Sales Target  Tourism;https://wuzzuf.net/jobs/p/2QHKEWyKHyw1-Travel-Advisor-Agent-Centro-Cairo-Egypt?o=1539&l=sp&t=sj&a=data|search-v3|navbl;;
Site Technical Office Manager;Construction Management Systems ;New Cairo, Cairo, Egypt ;13 days ago;Full Time;Full TimeManager  10 - 15 Yrs of Exp  Engineering - Construction/Civil/Architecture  Technical Office  Civil Engineering  Engineering  Construction;https://wuzzuf.net/jobs/p/sJ6h3n5WeDFO-Site-Technical-Office-Manager-Construction-Management-Systems-Cairo-Egypt?o=1540&l=sp&t=sj&a=data|search-v3|navbl;;
IT Specialist;Confidential ;Obour City, Cairo, Egypt ;21 days ago;Full Time;Full TimeExperienced  3+ Yrs of Exp  males_only  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  CCNA  MCSA  network  Network Administration  networks  Technical Support  Computer Science;https://wuzzuf.net/jobs/p/nK4Zej0Q06qJ-IT-Specialist-Cairo-Egypt?o=1541&l=sp&t=sj&a=data|search-v3|navbl;;
General Accountant - Giza;Confidential ;Mohandessin, Giza, Egypt ;13 days ago;Full Time;Full TimeExperienced  5+ Yrs of Exp  males_only  Accounting/Finance  Accounting  Cost Accounting  Finance  Real Estate  Construction  English  Microsoft Office  Financial Analysis  excel;https://wuzzuf.net/jobs/p/pKBfjfpzJZ6a-General-Accountant---Giza-Giza-Egypt?o=1542&l=sp&t=sj&a=data|search-v3|navbl;;
Media Buyer;World Trip Deal  ;Dokki, Giza, Egypt ;13 days ago;Full Time;Full TimeManager  7 - 10 Yrs of Exp  males_preferred  Creative/Design/Art  Marketing/PR/Advertising  Tourism/Travel  Media Buyer  Digital Marketing  media  Social Media  Advertising  Google Ads  Advertising Media;https://wuzzuf.net/jobs/p/Ve2vxOvxO9rD-Media-Buyer-World-Trip-Deal-Giza-Egypt?o=1543&l=sp&t=sj&a=data|search-v3|navbl;;
Specification Engineer;Saint-Gobain ;New Cairo, Cairo, Egypt ;13 days ago;Full Time;Full TimeEntry Level  2 - 5 Yrs of Exp  Engineering - Construction/Civil/Architecture  Architecture  AutoCAD  Civil Engineering  Design  Revit;https://wuzzuf.net/jobs/p/mojT2AyboqHf-Specification-Engineer-Saint-Gobain-Cairo-Egypt?o=1544&l=sp&t=sj&a=data|search-v3|navbl;;
Embedded System Engineer;Confidential ;Dubai, United Arab Emirates ;1 month ago;Full Time;Full TimeExperienced  4 - 8 Yrs of Exp  R&D/Science  IT/Software Development  Engineering - Other  Embedded System  Embedded C  stm32  Altium  uart  Raspberry Pi  PCB Design;https://wuzzuf.net/jobs/p/XqTrlI62rdyV-Embedded-System-Engineer-Dubai-United-Arab-Emirates?o=1545&l=sp&t=sj&a=data|search-v3|navbl;;
HR ( Personnel & Payroll );R squared Holding ;Obour City, Cairo, Egypt ;1 month ago;Full Time;Full TimeEntry Level  1 - 2 Yrs of Exp  Administration  Human Resources  Human Resources (HR)  Administration  Business Administration  business  English  HR  Communication  Personnel;https://wuzzuf.net/jobs/p/fJETX0DwKgop-HR-Personnel-Payroll-R-squared-Holding-Cairo-Egypt?o=1546&l=sp&t=sj&a=data|search-v3|navbl;;
Warehouse Manager;GMC ;Cairo, Egypt ;13 days ago;Full Time;Full TimeManager  10 - 15 Yrs of Exp  Logistics/Supply Chain  Supply Chain  supply chain management  Warehouse Management  Logistics;https://wuzzuf.net/jobs/p/qGO3JoSOXmmH-Warehouse-Manager-GMC-Cairo-Egypt?o=1547&l=sp&t=sj&a=data|search-v3|navbl;;
QC Manager;GMC ;Maadi, Cairo, Egypt ;13 days ago;Full Time;Full TimeManager  15 - 18 Yrs of Exp  Engineering - Construction/Civil/Architecture  Quality Control  Engineering  ISO 9001;https://wuzzuf.net/jobs/p/f6Zn0ljEmP3P-QC-Manager-GMC-Cairo-Egypt?o=1548&l=sp&t=sj&a=data|search-v3|navbl;;
Full Stack Web Developer;Core Technology Solutions  ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  IT/Software Development  CSS  Computer Science  Angular  Full Stack  HTML  Information Technology (IT)  MySQL  PHP  Software Development;https://wuzzuf.net/jobs/p/m0k5Ormo8d3i-Full-Stack-Web-Developer-Core-Technology-Solutions-Cairo-Egypt?o=1549&l=sp&t=sj&a=data|search-v3|navbl;;
Area Export Sales Manager;Al-Amal Al-sharif For Plastic ;Heliopolis, Cairo, Egypt ;13 days ago;Full Time;Full TimeManager  6 - 7 Yrs of Exp  Customer Service/Support  Marketing/PR/Advertising  Sales/Retail  business  Business Administration  Leadership  Management  Sales  sales skills  Sales Target;https://wuzzuf.net/jobs/p/K43BC9QmX6pk-Area-Export-Sales-Manager-Al-Amal-Al-sharif-For-Plastic-Cairo-Egypt?o=1550&l=sp&t=sj&a=data|search-v3|navbl;;
Bookkeeper;Confidential ;Toronto, Canada ;13 days ago;Full Time;Full TimePart TimeExperienced  3 - 5 Yrs of Exp  Accounting/Finance  Accounting  Bookkeeping  Finance;https://wuzzuf.net/jobs/p/TodWolIBGlkz-Bookkeeper-Toronto-Canada?o=1551&l=sp&t=sj&a=data|search-v3|navbl;;
Search Engine Optimization Specialist;Confidential ;New Cairo, Cairo, Egypt ;14 days ago;Part Time;Full TimeExperienced  1 - 10 Yrs of Exp  IT/Software Development  Marketing/PR/Advertising  SEO  Digital Marketing  Google Analytics  Search Engine  SEM  Web Analytics;https://wuzzuf.net/jobs/p/9qBqC8m3JTeB-Search-Engine-Optimization-Specialist-Cairo-Egypt?o=1552&l=sp&t=sj&a=data|search-v3|navbl;;
Talent Acquisition Coordinator;Confidential ;Giza, Giza, Egypt ;14 days ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  males_preferred  Hospitality/Hotels/Food Services  Human Resources  Mass Recruitment  Microsoft Office  Recruitment  Personnel  Interviewing  MS Office  Talent acquisition;https://wuzzuf.net/jobs/p/uk8ADa99Rn1C-Talent-Acquisition-Coordinator-Giza-Egypt?o=1553&l=sp&t=sj&a=data|search-v3|navbl;;
Solution Selling Intern;Hilti Mexicana ;Doha, Qatar ;14 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  sales  sales skills  information technology (it)  computer science  english  communication skills  software;https://wuzzuf.net/jobs/p/xdvvkc8XAKLR-Solution-Selling-Intern-Hilti-Mexicana-Doha-Qatar?o=1554&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Manager Workplaces Design and Delivery - APAC-EM;Adidas Group ;Dubai, United Arab Emirates ;14 days ago;Full Time;Full TimeNot specified  Creative/Design/Art  IT/Software Development  Engineering - Telecom/Technology  information technology (it)  computer science  engineering  software development  design  project management  english;https://wuzzuf.net/jobs/p/ZTKlA3Eo8mIt-Senior-Manager-Workplaces-Design-and-Delivery---APAC-EM-Adidas-Group-Dubai-United-Arab-Emirates?o=1555&l=sp&t=sj&a=data|search-v3|navbl;;
Solution Selling Intern;Hilti España ;Doha, Qatar ;14 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  sales  sales skills  information technology (it)  computer science  english  communication skills  software;https://wuzzuf.net/jobs/p/orq2IutTWOey-Solution-Selling-Intern-Hilti-España-Doha-Qatar?o=1556&l=sp&t=sj&a=data|search-v3|navbl;;
Workforce Planning;Case In Point ;Riyadh, Saudi Arabia ;14 days ago;Full Time;Full TimeNot specified  Customer Service/Support  Human Resources  Analyst/Research  Workforce Planning  Employee Relations  Human Resources (HR)  Workforce  Business Administration  Call Center  Labor Law;https://wuzzuf.net/jobs/p/oheCbyzarBT6-Workforce-Planning-Case-In-Point-Riyadh-Saudi-Arabia?o=1557&l=sp&t=sj&a=data|search-v3|navbl;;
Assistant Producer - SEO;Al Jazeera Media Network ;Doha, Qatar ;14 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Administration  Sales/Retail  microsoft office  administration  engineering  office management  english  media  writing;https://wuzzuf.net/jobs/p/9t4RXn2nGMFj-Assistant-Producer---SEO-Al-Jazeera-Media-Network-Doha-Qatar?o=1558&l=sp&t=sj&a=data|search-v3|navbl;;
Reach Truck Operator;Maersk Growth ;Riyadh, Saudi Arabia ;14 days ago;Full Time;Full TimeNot specified  Customer Service/Support  Logistics/Supply Chain  Tourism/Travel  customer service  logistics  sales  supply chain  communication skills  operations  shipping;https://wuzzuf.net/jobs/p/hvTGqpA78tWN-Reach-Truck-Operator-Maersk-Growth-Riyadh-Saudi-Arabia?o=1559&l=sp&t=sj&a=data|search-v3|navbl;;
Product Marketing Specialist;Hitachi Energy Ltd ;Cairo, Egypt ;14 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Marketing  Social Media  E-marketing  Digital Marketing  Media  Market Research  SEO;https://wuzzuf.net/jobs/p/E6L8q8S1usZF-Product-Marketing-Specialist-Hitachi-Energy-Ltd-Cairo-Egypt?o=1560&l=sp&t=sj&a=data|search-v3|navbl;;
Head Of IT;Reliance HR Consultancy ;Abu Dhabi, United Arab Emirates ;14 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Engineering  CCNA  Computer Engineering  Computer Hardware  Software;https://wuzzuf.net/jobs/p/Ukod0WXYZZZT-Head-Of-IT-Reliance-HR-Consultancy-Abu-Dhabi-United-Arab-Emirates?o=1561&l=sp&t=sj&a=data|search-v3|navbl;;
Solution Selling Intern;Hilti France ;Doha, Qatar ;14 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  sales  sales skills  information technology (it)  computer science  english  communication skills  software;https://wuzzuf.net/jobs/p/GVK2aVLI2y67-Solution-Selling-Intern-Hilti-France-Doha-Qatar?o=1562&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Manager Qatar;Emerging Travel Group ;Doha, Qatar ;14 days ago;Full Time;Full TimeNot specified  Customer Service/Support  Operations/Management  Sales/Retail  Sales  Sales Skills  Sales Target  Customer Service  Customer Support  Customer Care  Management;https://wuzzuf.net/jobs/p/DKANH6zhyXe1-Sales-Manager-Qatar-Emerging-Travel-Group-Doha-Qatar?o=1563&l=sp&t=sj&a=data|search-v3|navbl;;
OT Security Specialist;Arthur Lawrence ;Dubai, United Arab Emirates ;14 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Computer Engineering  Security  Information Security  Engineering  CEH;https://wuzzuf.net/jobs/p/zXleqyKit8KM-OT-Security-Specialist-Arthur-Lawrence-Dubai-United-Arab-Emirates?o=1564&l=sp&t=sj&a=data|search-v3|navbl;;
SAP IS Retail – AMS Support Specialist;Arthur Lawrence ;Dubai, United Arab Emirates ;14 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Computer Engineering  Information Technology (IT)  SAP  Technical Support  Android  ERP;https://wuzzuf.net/jobs/p/nkaoLOMUpqV7-SAP-IS-Retail-–-AMS-Support-Specialist-Arthur-Lawrence-Dubai-United-Arab-Emirates?o=1565&l=sp&t=sj&a=data|search-v3|navbl;;
Technical Sales Specialist - Indoor;TopLine  ;Nasr City, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  2+ Yrs of Exp  Customer Service/Support  IT/Software Development  Sales/Retail  Technical Sales  Sales  Sales Skills  IT Sales  Customer Service  Sales Target  Indoor Sales;https://wuzzuf.net/jobs/p/oTJqbu45la99-Technical-Sales-Specialist---Indoor-TopLine-Cairo-Egypt?o=1566&l=sp&t=sj&a=data|search-v3|navbl;;
Digital Marketing Specialist;Confidential ;Cairo, Egypt ;14 days ago;Full Time;Full TimeEntry Level  1+ Yrs of Exp  Marketing/PR/Advertising  Media/Journalism/Publishing  Communication  Communication skills  Digital Marketing  Social Media  platforms  media  Marketing  E-Marketing;https://wuzzuf.net/jobs/p/47DGLTM00UQx-Digital-Marketing-Specialist-Cairo-Egypt?o=1567&l=sp&t=sj&a=data|search-v3|navbl;;
Social Media Specialist;Etisal EG ;New Cairo, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  4 - 5 Yrs of Exp  Marketing/PR/Advertising  Social Media  Marketing;https://wuzzuf.net/jobs/p/whGBI7BZQJyF-Social-Media-Specialist-Etisal-EG-Cairo-Egypt?o=1568&l=sp&t=sj&a=data|search-v3|navbl;;
CRM & bussnies analyst Supervisor;Ahmed El-Sallab ;Mokattam, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  3 - 6 Yrs of Exp  Marketing/PR/Advertising  Analyst/Research  Business Analysis  analytical  Analysis  business  CRM  Marketing  Project Management;https://wuzzuf.net/jobs/p/VZvcziDxbIVU-CRM-bussnies-analyst-Supervisor-Ahmed-El-Sallab-Cairo-Egypt?o=1569&l=sp&t=sj&a=data|search-v3|navbl;;
Talent Acquisition Supervisor;As-Salam International Hospital ;Maadi, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  7 - 12 Yrs of Exp  Human Resources  Recruitment  Human Resources (HR)  HR Certificate  HR  Talent acquisition  Health Care  Sourcing  office  Interviewing;https://wuzzuf.net/jobs/p/4xgbIqrwOAKX-Talent-Acquisition-Supervisor-As-Salam-International-Hospital-Cairo-Egypt?o=1570&l=sp&t=sj&a=data|search-v3|navbl;;
Chief Financial Officer (CFO);CONTACT DEVELOPMENTS ;New Cairo, Cairo, Egypt ;14 days ago;Full Time;Full TimeManager  10 - 15 Yrs of Exp  Accounting/Finance  Accounting  Financial  Finance  Financial Analysis  Financial Statements  Financial Management;https://wuzzuf.net/jobs/p/IsPz78WTfVYF-Chief-Financial-Officer-CFO-CONTACT-DEVELOPMENTS-Cairo-Egypt?o=1571&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Backend Developer;WUZZUF ;Maadi, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  4 - 6 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  backend  Backend developer  Computer Science  developer  Information Technology (IT)  Software Development  senior  Software Engineering;https://wuzzuf.net/jobs/p/4b5bSBg59z9I-Senior-Backend-Developer-WUZZUF-Cairo-Egypt?o=1572&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Front End Engineer;WUZZUF ;Maadi, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  4 - 6 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Engineering  HTML  Information Technology (IT)  JavaScript  React  Software  Software Development;https://wuzzuf.net/jobs/p/wJsNithbrgjF-Senior-Front-End-Engineer-WUZZUF-Cairo-Egypt?o=1573&l=sp&t=sj&a=data|search-v3|navbl;;
Social Media Specialist;Express Media ;Heliopolis, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  Writing/Editorial  Marketing/PR/Advertising  Media/Journalism/Publishing  digital media  Marketing  Social Media  Digital  E-Marketing  Design;https://wuzzuf.net/jobs/p/IYXYW1gQGy6t-Social-Media-Specialist-Express-Media-Cairo-Egypt?o=1574&l=sp&t=sj&a=data|search-v3|navbl;;
Accountant;Informatique Education ;Nasr City, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  8 - 10 Yrs of Exp  Accounting/Finance  IT/Software Development  Accounting  excel  pivot  MS Excel  Vlookups;https://wuzzuf.net/jobs/p/epbDWief7DzF-Accountant-Informatique-Education-Cairo-Egypt?o=1575&l=sp&t=sj&a=data|search-v3|navbl;;
Customer Service Support;Mantrac ;10th of Ramadan City, Cairo, Egypt ;14 days ago;Full Time;Full TimeEntry Level  0 - 2 Yrs of Exp  Customer Service/Support  Call Center  Customer Care  Customer Service  Customer Support;https://wuzzuf.net/jobs/p/LjnpZpcRlgVZ-Customer-Service-Support-Mantrac-Cairo-Egypt?o=1576&l=sp&t=sj&a=data|search-v3|navbl;;
Senior treasury accountant;Delta Egypt For Lighting  ;Obour City, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  5 - 7 Yrs of Exp  Accounting/Finance  Banking  Treasury  senior  Treasury Accountant  Finance  Financial Analysis  Accounting  Financial Management;https://wuzzuf.net/jobs/p/fjzDn1XOMcq9-Senior-treasury-accountant-Delta-Egypt-For-Lighting-Cairo-Egypt?o=1577&l=sp&t=sj&a=data|search-v3|navbl;;
Personal assistant;Delta Medical Egypt ;Mokattam, Cairo, Egypt ;14 days ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  Administration  Administration  Assistant  personal assistant  Office management  Secretary;https://wuzzuf.net/jobs/p/bhjBHPIMiGWm-Personal-assistant-Delta-Medical-Egypt-Cairo-Egypt?o=1578&l=sp&t=sj&a=data|search-v3|navbl;;
Quality Control Engineer;EEC Group ;Belbes, Sharqia, Egypt ;14 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  Manufacturing/Production  Factory  Mechanical  Production  quality  Engineering;https://wuzzuf.net/jobs/p/ZlDnn6NtSW3Z-Quality-Control-Engineer-EEC-Group-Sharqia-Egypt?o=1579&l=sp&t=sj&a=data|search-v3|navbl;;
Cost Accountant;Confidential ;Badr City, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  3 - 7 Yrs of Exp  Accounting/Finance  accountant  analytical  Cost Accountant  Cost Analyst  Finance  Cost  Accounting;https://wuzzuf.net/jobs/p/G5okZ3QmRfeW-Cost-Accountant-Cairo-Egypt?o=1580&l=sp&t=sj&a=data|search-v3|navbl;;
ERP Implementer - Odoo;classera ;New Cairo, Cairo, Egypt ;14 days ago;Full Time;Full TimeWork From HomeExperienced  1 - 3 Yrs of Exp  Accounting/Finance  Customer Service/Support  IT/Software Development  Odoo ERP  Odoo  ERP Implementation  Customer Success  LMS  TMS  Technical Support;https://wuzzuf.net/jobs/p/SW4voWysQOEE-ERP-Implementer---Odoo-classera-Cairo-Egypt?o=1581&l=sp&t=sj&a=data|search-v3|navbl;;
LMS Sales Consultant;classera ;New Cairo, Cairo, Egypt ;14 days ago;Work From Home;Full TimeExperienced  5+ Yrs of Exp  Business Development  IT/Software Development  Sales/Retail  Business Development  Communication skills  Business Administration  Sales Target  Lead Generation  sales skills  Management;https://wuzzuf.net/jobs/p/SiTG0Jt0aDAy-LMS-Sales-Consultant-classera-Cairo-Egypt?o=1582&l=sp&t=sj&a=data|search-v3|navbl;;
Front Desk Receptionist- Medical center;Confidential ;Haram, Giza, Egypt ;14 days ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  Customer Service/Support  Hospitality/Hotels/Food Services  Customer Service  Administration  Health Care  Front Office  Communication  Communication skills  Microsoft  Microsoft Office;https://wuzzuf.net/jobs/p/xWxaqLmJXurf-Front-Desk-Receptionist--Medical-center-Giza-Egypt?o=1583&l=sp&t=sj&a=data|search-v3|navbl;;
Accountant;Confidential ;Nasr City, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  males_only  Accounting/Finance  Accounting  General Ledger  excel  Finance  MS Excel  analytical;https://wuzzuf.net/jobs/p/YGrSeP0Ju0Lc-Accountant-Cairo-Egypt?o=1584&l=sp&t=sj&a=data|search-v3|navbl;;
Brand Manager;Raya Distribution ;Maadi, Cairo, Egypt ;22 days ago;Full Time;Full TimeExperienced  5 - 7 Yrs of Exp  Marketing/PR/Advertising  Sales/Retail  Branding  Commercial  Marketing Strategies  Analysis;https://wuzzuf.net/jobs/p/hVpEhoO5Aysx-Brand-Manager-Raya-Distribution-Cairo-Egypt?o=1585&l=sp&t=sj&a=data|search-v3|navbl;;
AP Accountant;EGMED ;Sheraton, Cairo, Egypt ;14 days ago;Full Time;Full TimeEntry Level  0 - 2 Yrs of Exp  Accounting/Finance  AP  Finance;https://wuzzuf.net/jobs/p/fOueYkPWQzAo-AP-Accountant-EGMED-Cairo-Egypt?o=1586&l=sp&t=sj&a=data|search-v3|navbl;;
Junior Mechanical Maintenance Engineer (Alexandria Residents);Confidential ;Alexandria, Egypt ;14 days ago;Full Time;Full TimeEntry Level  0 - 1 Yrs of Exp  Installation/Maintenance/Repair  Engineering - Mechanical/Electrical  Mechanical Engineering  Maintenance  Mechanical Power Engineering  Mechanical Power  Engineering  Management  Mechanical  Power;https://wuzzuf.net/jobs/p/J1yKHMSSLDm5-Junior-Mechanical-Maintenance-Engineer-Alexandria-Residents-Alexandria-Egypt?o=1587&l=sp&t=sj&a=data|search-v3|navbl;;
Accountant;Premier Services and Recruitment ;Downtown, Cairo, Egypt ;14 days ago;Full Time;Full TimeEntry Level  3 - 6 Yrs of Exp  Accounting/Finance  Accounting  Finance;https://wuzzuf.net/jobs/p/K3p7Tk3eBCoB-Accountant-Premier-Services-and-Recruitment-Cairo-Egypt?o=1588&l=sp&t=sj&a=data|search-v3|navbl;;
procurement internship;Concrete For Readymade Garments ;Mohandessin, Giza, Egypt ;14 days ago;Full Time;InternshipEntry Level  Purchasing/Procurement  Procurement  Logistics  Supply Chain;https://wuzzuf.net/internship/BhbI36gezeG2-procurement-internship-Concrete-For-Readymade-Garments-Giza-Egypt?o=1589&l=sp&t=sj&a=data|search-v3|navbl;;
English Customer Service Associate;Amazon CS Egypt ;New Cairo, Cairo, Egypt ;22 days ago;Internship;Full TimeEntry Level  0 - 1 Yrs of Exp  Customer Service/Support  Sales/Retail  Customer Care  Customer Service  English  Customer Support  Call Center  Microsoft Outlook  Microsoft Word;https://wuzzuf.net/jobs/p/WwdMbGihtSTR-English-Customer-Service-Associate-Amazon-CS-Egypt-Cairo-Egypt?o=1590&l=sp&t=sj&a=data|search-v3|navbl;;
Frontend Developer- Angular;Egabi FSI ;Sheraton, Cairo, Egypt ;22 days ago;Full Time;Full TimeEntry Level  3 - 5 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Information Technology (IT)  javaScript  CSS  CSS3  Software Development  Angular2+  Angular;https://wuzzuf.net/jobs/p/rs6K7kMOSRzh-Frontend-Developer--Angular-Egabi-FSI-Cairo-Egypt?o=1591&l=sp&t=sj&a=data|search-v3|navbl;;
